,id,plan_name,date_added,suggested_by,url,plan_resolution,planning_method,aquisition,easement,stewardship,habit,water_quality,resource_species,community_resilience,gulf_economy,code,related_state,status,is_new,existing_planid,username
137,480,Agriculture and Resource Conservation Assessment,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.freshfromflorida.com/content/download/26182/502568/RFLPP_assessment.pdf#,geopolitical,NULL,NULL,yes,yes,"evaulates distribution of natural resources and resource-based land uses, prevent loss of agriculture land ",NULL,NULL,NULL,preserve agricultural economy,ST,,,,,
138,481,"Florida Restore Act Centers of Excellence Program, 2016-2018 Program Strategy",2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fio.usf.edu/documents/flracep/archived-documents/flracep-2016-2018_strategy-v010516.pdf,geopolitical,NULL,NULL,NULL,yes,map habitat location and condition,NULL,research and monitoring coastal fisehries and wildlife ecosystem,formal education activities,NULL,ST,,,,,
139,482,Comprehensive Plan Update 2016 Restoring the Gulf Coast’s Ecosystem and Economy,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.restorethegulf.gov/sites/default/files/CO-PL_20161208_CompPlanUpdate_English.pdf#,GCR,NULL,NULL,NULL,yes,restore and conserve habitat,restore water quality and quantity,replenish and protect iving coastal and marine resources,enhance community resilience,restore and revitalize Gulf economy,GCR,,,,,
140,483,Gulf of Mexico Regional Ecosystem Restoration Strategy,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gulfofmexicoalliance.org/pdfs/GulfCoastReport_Full_12-04_508-1_final.pdf#,GCR,NULL,NULL,NULL,yes,restore and conserve habitat,restore water quality and quantity,replensih and protect living coastal and marine resources,enhance community resilience,NULL,GCR,,,,,
141,484,A Comprehensive Summary of the Shrimp Fishery of the Gulf of Mexico United States: A Regional Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/Technical Report Series No. 2 Part 2.pdf#,GCR,NULL,NULL,NULL,yes,protect and identify habitat,NULL,manage the US shrimp resources,edcuation to the shrimp industry,collection of statistics regarding least catch effort and cost and price,GCR,,,,,
142,485,Gulf Coastal Plains and Ozarks Landscape Conservation Cooperative Development and Operations Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/science/SHC/pdf/GulfCoastalPlainsOzarks.pdf#,GCR,NULL,NULL,NULL,yes,protect and restore habitat,NULL,protect imperiled species ,NULL,NULL,GCR,,,,,
143,486,Governors' Action Plan III For Healthy and Resilient Coasts,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gulfofmexicoalliance.org/documents/APIII.pdf#,GCR,NULL,NULL,yes,yes,conserve and restore habitat,improve water quality ,improve health of wildlife and fisheries,education and outreach,NULL,GCR,,,,,
144,487,Coastal Pelagic Species Fisheries Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.pcouncil.org/documents/2019/06/cps-fmp-as-amended-through-amendment-17.pdf/,GCR,NULL,NULL,NULL,yes,NULL,NULL,maitnain the coastal pelagic species fishery,NULL,NULL,GCR,,,,,
145,488,Environmental Impact Statement and Fishery Management Plan for the Reef Fish Resources of the Gulf of Mexico,2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/reef_fish_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
146,489,Fishery Management Plan Final Environmental Impact Statement for Coral and Coral Reefs ,2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/coral_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
147,490,"Fishery Management Plan for the Shrimp Fishery of the Gulf of Mexico, United States Waters",2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/shrimp_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
148,491,"Fishery Management Plan, Environmental Impact Statement, and Regulatory Impact Review for Spiny Lobster in the Gulf of Mexico and South Atlantic",2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/spiny_lobster_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
149,492,"Final Amendment 27 To The Reef Fish Fishery Management Plan And Amendment 14 To The Shrimp Fishery Management Plan (Including Supplemental Environmental Impact Statement, Regulatory Impact Review, And Regulatory  Flexibility Act Analysis) ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://gulfcouncil.org/Beta/GMFMCWeb/downloads/Final RF Amend 27- Shrimp Amend 14.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
150,493,"Fishery Management Plan for Regulating Offshore Marine Aquaculture in the Gulf of Mexico (Including a Programmatic Environmental Impact Statement, Regulatory Flexibility Analysis and Regulatory Impact Review) ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/aquaculture_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
151,494,Striped Bass Fishery Management Plan Amendment 1,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 026.pdf#,GCR,NULL,NULL,NULL,yes,identify and protect and restore habitat,identify thermal refuges,restore and maintain striped bass,education and outreach,NULL,GCR,,,,,
152,495,"The Black Drum Fishery of the Gulf of Mexico, United States: A Regional Management Plan",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 028.pdf#,GCR,NULL,NULL,NULL,yes,habitat mangement,pollution and debris,restore and maintain balck drum,NULL,describe economic aspects of black drum fishery,GCR,,,,,
153,496,"The Blue Crab Fishery of the Gulf of Mexico, United States: A Regional Management Plan",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 096.pdf#,GCR,NULL,NULL,NULL,yes,habitat management,NULL,restore and maintain blue crab,reduce conflicts,describe economic aspects of blue crab fishery,GCR,,,,,
154,497,"The Flounder Fishery of the Gulf of Mexico, United States: A Regional Management Plan ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 083.pdf#,GCR,NULL,NULL,NULL,yes,preserve and protect habitat,NULL,restore and maintain flounder,NULL,describe economic aspects of flounder fishery,GCR,,,,,
155,498,"The Gulf Menhaden Fishery of the Gulf of Mexico: A Regional Management Plan, 2015 Revision ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 240.pdf#,GCR,NULL,NULL,NULL,yes,protect and preserve habitat,protect freshwater sources,restore and maintain gulf menhaden,NULL,decribe economic aspects of gulf menhaden fishery,GCR,,,,,
156,499,"The Oyster Fishery of the Gulf of Mexico, United States: A Regional Management Plan, 2012 Revision ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 202.pdf#,GCR,NULL,NULL,NULL,yes,reverse habitat loss,protect freshwater sources,maintain oyster,"education and outreach, maintain health standards",describe economic aspects of oyster fishery,GCR,,,,,
157,500,"The Striped Bass Fishery of the Gulf of Mexico, United States: A Regional Management Plan 2006 Revision ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 137.pdf#,GCR,NULL,NULL,NULL,yes,identify and protect habitat,NULL,restore and maintain striped bass,education and outreach,describe economic aspects of striped bass,GCR,,,,,
158,501,"The Striped Mullet Fishery of the Gulf of Mexico, United States: A Regional Management Plan ",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/GSMFC Number 033.pdf#,GCR,NULL,NULL,NULL,yes,monitor and restore habitat,NULL,restore and maintain striped mullet,NULL,describe economic aspects of striped mullet,GCR,,,,,
159,502,Oil Pollution Research and Technology Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.dco.uscg.mil/Portals/9/CG-5R/ICCOPR/Files/2015-2021%20Research%20and%20Technology%20Plan.pdf?ver=2018-01-05-133442-250,GCR,NULL,NULL,NULL,yes,oil pollution,oil pollution,oil pollution,oil pollution,oil pollution,GCR,,,,,
160,503,Assessing the Long-term Effects of the BP Deepwater Horizon Oil Spill on Marine Mammals in the Gulf of Mexico: A Statement of Research Needs,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.mmc.gov/wp-content/uploads/longterm_effects_bp_oilspil.pdf,GCR,NULL,NULL,NULL,yes,NULL,NULL,assess long-term effects of the oil spill on marine mammals,NULL,NULL,GCR,,,,,
161,504,Monroe County Canal Management Master Plan (CMMP),2018-02-27,FL Fish and Wildlife Conservation Commission,http://fl-monroecounty.civicplus.com/DocumentCenter/View/6301#,geopolitical,NULL,NULL,NULL,yes,protect habitats,restore and maintain water quality,NULL,education and outreach,NULL,CP,,,,,
162,505,Restoring the Gulf for Coastal Waterbirds: A Long-Term Vision,2018-02-27,FL Fish and Wildlife Conservation Commission,http://fl.audubon.org/sites/default/files/documents/restoring_the_gulf_for_coastal_waterbirds_nov12lr.pdf#,GCR,NULL,yes,yes,yes,protect habitats,NULL,"monitor and conservation planning, gulf sanctuary",education and outreach,NULL,GCR,,,,,
163,506,Florida Beach-nesting Bird Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://flshorebirdalliance.org/media/1007/floridabeachnestingbirdplan.pdf,GCR,NULL,NULL,NULL,yes,improve and protect habitats,NULL,"increase population levels, reduce predation","education and outreach, reduce human disturbance ",NULL,GCR,,,,,
164,507,Business Plan for the Conservation of the American Oystercatcher: A 10-Year Plan to Secure a Coastal Keystone Species,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.manomet.org/wp-content/uploads/2018/03/NFWF_AMOY_BusinessPlan.pdf,GCR,NULL,yes,yes,yes,mangement and aquistion of habitat,NULL,"predation, potential climate change effects, assess life history","education and outreach, manage disturbance ",NULL,GCR,,,,,
165,508,National Fish Habitat Action Plan 2nd Edition,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fishhabitat.org/files/uploads/National_Fish_Habitat_Action_Plan_2012.pdf#,GCR,NULL,NULL,NULL,yes,"maintain, restore, and protect habitat",maintain healthy aquatic systems,NULL,education and outreach,NULL,GCR,,,,,
166,509,Final Secretarial Fishery Management Plan Regulatory Impact Review Regulatory Flexibility Analysis for the Red Drum Fishery of the Gulf of Mexico,2018-02-27,FL Fish and Wildlife Conservation Commission,http://archive.gulfcouncil.org/fishery_management_plans/red_drum_management.php#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
167,510,Florida Keys National Marine Sanctuary Revised Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://floridakeys.noaa.gov/mgmtplans/2007_man_plan.pdf#,geomorphological,NULL,NULL,NULL,yes,protect and restore habitat,monitor and maintain water quality,protect and maintain diversity,education and outreach,NULL,BI,,,,,
168,511,International Marine Mammal Action Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nmfs.noaa.gov/ia/species/marine_mammals/immap.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
169,512,NOAA Fisheries Southeast Regional Office: Strategic Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fisheries.noaa.gov/southeast/noaa-fisheries-southeast-regional-office-strategic-plan,GRC,NULL,?,?,yes?,protect habitat,NULL,protect resources,commmunity resilience,economic resilience,GRC,,,,,
170,513,Big Cypress National Preserve 2010 Business Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nps.gov/bicy/learn/management/upload/BICY-businessplan-lores.pdf#,regional,NULL,NULL,NULL,yes?,"retore and protect habitat, fire management",measurement of water levels,"remove invasive species, preseve natural resources, monitor wildlife",education and outreach,NULL,REG,,,,,
171,514,Everglades National Park Update to Florida Keys National Marine Sanctuary – Sanctuary Advisory Council  -Final General Management Plan / East Everglades Wilderness Study / Environmental Impact Statement,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nps.gov/ever/learn/management/ever-general-management-plan.htm#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
172,515,"Florida Bay, Everglades National Park: Draft Seagrass Habitat Restoration Management Plan",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nps.gov/ever/learn/management/upload/Final_Draft_FloridaBay_SHRMP_Chapter1_v2-1-3.pdf#,geomorphological,NULL,NULL,NULL,yes,seagrass restoration,NULL,NULL,NULL,NULL,CH,,,,,
173,516,Gulf Islands National Seashore General Management Plan / Environmental Impact Statement,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nps.gov/guis/learn/management/upload/Gulf-Islands-GMP-EIS-JULY-2014.pdf#,GCR,NULL,yes,yes,yes,protect habitat,NULL,"identify and support the national seashore's purpose, signifcance, and fundamental resources and values ",guidance for visitor use,NULL,GCR,,,,,
174,517,Implementing the Dry Tortugas National Park Research Natural Area Science Plan The 5-Year Report,2018-02-27,FL Fish and Wildlife Conservation Commission,file:///C:/Users/emmas/Downloads/noaa_818_DS1.pdf,geomorphological,NULL,NULL,NULL,yes,NULL,NULL,"evaluate and monitor imperiled species, assess reproductive potential, incorporate social science",NULL,NULL,BI,,,,,
175,518,Five Years & Counting - Gulf Wildlife in the Aftermath of the Deepwater Horizon Disaster,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwf.org/~/media/PDFs/water/2015/Gulf-Wildlife-In-the-Aftermath-of-the-Deepwater-Horizon-Disaster_Five-Years-and-Counting.pdf#,GCR,NULL,NULL,NULL,yes,multiple habitats affected by oil spill,deep water affected by oil spill,how 20 species affected by oil spill,NULL,NULL,GCR,,,,,
176,519,"Making the Most of Restoration, Priorities for a Recovering Gulf",2018-02-27,FL Fish and Wildlife Conservation Commission,http://gulfrestoration.nwf.org/#,GCR,NULL,yes,yes,yes,protect and restore habitat,improve water quality and restore water flow,"oyster reefs, restore wetlands",NULL,NULL,GCR,,,,,
177,520,Restoring the Gulf of Mexico for People and Wildlife: Recommended Projects and Priorities ,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nwf.org/~/media/PDFs/Water/2014/NWF_Embargo_Dec-9_11am_CT_Restoring-the-Gulf-Projects-and-Priorities.pdf#,GCR,NULL,yes,yes,yes,recommened projects,recommended projects,recommended projects,recommended projects,recommended projects,GCR,,,,,
178,521,North Central Florida Comprehensive Economic Development Strategy,2018-02-27,FL Fish and Wildlife Conservation Commission,http://ncfrpc.org/Publications/CEDS/NCFRPC_CEDS_2013-2017.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,NULL,leverage natural resources,education and outreach,ways for economic improvement,REG,,,,,
179,522,"2012 Regional Water Supply Plan Update for Santa Rosa, Okaloosa, and Walton Counties Water Supply Planning Region II
",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/content/download/6632/48017/Region_II_RWSP_2012_Update_Final.compressed.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,5 major projects ,NULL,NULL,NULL,REG,,,,,
180,523,2013 Water Supply Assessment Update,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/content/download/7184/53721/WSA2013_Final_Compressed.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,no additional recommendations and sustainable water supply,NULL,NULL,NULL,ST,,,,,
181,524,"2014 Regional Water Supply Plan Update Region III Bay Cty., Florida",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/content/download/7034/52171/Region-III-RWSP-Update-2014-new-TOC.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,ensure dependability and sustainability,NULL,NULL,NULL,CY,,,,,
182,525,Consolidated Annual Report,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/content/download/7169/53566/CAR2014.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,7 required reports,NULL,NULL,NULL,REG,,,,,
183,526,Minimum Flows and Levels Priority List,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/Water-Resources/Minimum-Flows-Levels#,geopolitical,NULL,NULL,NULL,yes,NULL,priority list of springs and groups ,NULL,NULL,NULL,REG,,,,,
184,527,Strategic Water Management Plan 2014-2015,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nwfwater.com/content/download/7937/64183/NWFWMD_2014-2015_Strategic_Water_Management_Plan.pdf#,Regional,NULL,Yes,Yes,No,Protect and enhance natural systems,Protect and restore water quality and flows,Protect and restore watershed resources,Protect floodplain functions for the benefit of human communities,NULL,NULL,,,,,
185,528,Tate’s Hell State Forest Hydrologic Restoration Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,file:///C:/Users/emmas/Downloads/Tates_Hydro_Vol_2_081310a.pdf,geopolitical,NULL,NULL,NULL,yes,NULL,"recommended hydrologic improvements, hydrologic restoration plans within the state forest",NULL,NULL,NULL,REG,,,,,
186,529,Partners in Flight Landbird Conservation Plan 2016 Plan Revision for Canada and Continental United States,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.partnersinflight.org/wp-content/uploads/2016/08/pif-continental-plan-final-spread-single.pdf#,?,NULL,NULL,NULL,yes,NULL,NULL,Recover red watch list species. Prevent decline of “R” yellow watch list species. Reverse decline of “D” yellow watch list species. Stabilize common birds in steep decline. ,NULL,NULL,?,,,,,
187,530,A Land Conservation Vision for the Gulf of Mexico Region: An Overview,2018-02-27,FL Fish and Wildlife Conservation Commission,https://gulfpartnership.org/wp-content/uploads/2020/06/Land-Conservation-Vision-for-Gulf-Region.pdf,GCR,NULL,NULL,NULL,yes,long-term conservation strategies for land conservation,NULL,long-term conservation strategies for land conservation,NULL,NULL,GCR,,,,,
188,531,Sarasota Bay: The Voyage to Paradise Reclaimed - The Comprehensive Conservation and Management Plan for Sarasota Bay,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.epa.gov/sites/production/files/2015-09/documents/ccmp.stateofthebay-for-website-august2014.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
189,532,Gulf of Mexico Research Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,file:///C:/Users/emmas/Downloads/noaa_13668_DS1.pdf,geomorphological,NULL,NULL,NULL,yes,habitats and living resources,"freshwater input and hydrology, sea level change and subsidence and storm surge, water quality and nutrients","habitats and living resources, ecosystem health indicators",public education and outreach,socioeconomic impacts of climate change ,CH,,,,,
190,533,America’s Gulf Coast: A Long Term Recovery Plan After the Deepwater Horizon Spill,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.restorethegulf.gov/sites/default/files/documents/pdf/gulf-recovery-sep-2010.pdf#,GCR,NULL,NULL,NULL,yes,healthy and resilient habitats,"clean water act civil penalties, healthy and well managed watersheds"," ecosystem recovery, gulf coast recovery council ","health and human service recovery, education and outreach",economic recovery,GCR,,,,,
191,534,South Atlantic Conservation Blueprint 2.1,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.southatlanticlcc.org/blueprint/#,GCR,NULL,NULL,NULL,yes,map habitats and lands,some aquatic areas are over-prioritized or under-prioritized,living spatial plan to conserve natural and cultural resources,be used by public,NULL,GCR,,,,,
192,535,State of the South Atlantic 2015: Understanding our Living Landscapes,2018-02-27,FL Fish and Wildlife Conservation Commission,https://lccnetwork.org/sites/default/files/Resources/StateOfTheSouthAtlantic2015_web.pdf#,geopolitical,NULL,NULL,NULL,yes,conserving landscape,marine region,"sustaining natural and cultural resources, measuring indicators",NULL,NULL,REG?,,,,,
193,536,South Florida Comprehensive Economic Development Strategy 2012-2017,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.sfrpc.com/CEDS/SouthFloridaCEDS2012-17.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,NULL,preserve environment,education and outreach,plans to increase economic benefit and partnerships,REG ,,,,,
194,537,2017 Priority Water Body List and Schedule,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/2017_mfl_priority_water_body_list_and_schedule.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,no changes to the priority list this year,NULL,NULL,NULL,ST,,,,,
195,538,2017 South Florida Environmental Report,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/science-data/sfer#,geopolitical,NULL,NULL,NULL,yes,NULL,updates on water quality programs,"documents an important year of restoration, scientific, and engineering accomplishments",NULL,NULL,REG,,,,,
196,539,Lower East Coast Water Supply Plan Update,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/2013_lec_plan.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,identify sufficient water supply sources and future projects to meet existing and future reasonable-beneficial uses,NULL,NULL,NULL,REG,,,,,
197,540,Lower West Coast Water Supply Plan Amendment,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/2014-023-dao-ws_2014_wrca_amendment_2012_lwc_wsp.pdf,geopolitical,NULL,NULL,NULL,yes,NULL,limited in scope and only addresses the designation of the LWC as a water resource caution area. ,NULL,NULL,NULL,REG,,,,,
198,541,Lower West Coast Water Supply Plan Update Appendices,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/lwc_2017_plan_planning_doc_appendices.pdf,geopolitical,NULL,NULL,NULL,yes,NULL,identify sufficient water supply sources and future projects to meet existing and future reasonable-beneficial uses,NULL,NULL,NULL,REG,,,,,
199,542,Strategic Plan 2009-2019,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/strategic_plan_2009.pdf#,geomorphological,NULL,NULL,NULL,yes,NULL,"restore watersheds, restore water quality and hydrology, restore lakes and rivers ","implement comprehensive everglades restoration plan, remove invasive species","education and outreach, recognize value of employees",NULL,REG,,,,,
200,543,Strategic Plan 2012-2017,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/2012_strategic_plan.pdf#,geomorphological,NULL,NULL,NULL,yes,NULL,"flood control, water quality, restoration projects, regional water supply plans, protect water for natural systems",remove invasive species,"education and outreach, employing workforce",NULL,REG,,,,,
201,544,Support Document: Water Supply Plan Update Reference Document 2016,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/2016_water_supply_plan_support.pdf#,geomorphological,NULL,NULL,NULL,yes,NULL,provides background information helpful in understanding the SFWMD,NULL,NULL,NULL,REG,,,,,
202,545,The Strategic Science Plan for Florida Bay,2018-02-27,FL Fish and Wildlife Conservation Commission,https://evergladesrestoration.gov/content/tf/minutes/2004_meetings/1dec04tfmtg/PMC_SSP_FB_Final_Nov07_2004_HQ.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
203,546,Caloosahatchee River Watershed Protection Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/ne_crwpp_main_123108.pdf#,geomorphological,NULL,NULL,yes,yes,land management and restoration,states many different programs and projects,"managed aquatic plant systems, hybrid wetland and chemical treatment ",NULL,NULL,REG,,,,,
204,547,Caloosahatchee River Watershed Protection Plan Update,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.sfwmd.gov/sites/default/files/documents/crwpp_2012update_sfer_voli_app10_2.pdf#,geomoprhological,NULL,NULL,yes,yes,NULL,update on all projects and plans,NULL,NULL,NULL,REG,,,,,
205,548,Southeast Aquatic Habitat Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://southeastaquatics.net/resources/pdfs/SAHP08.pdf#,geomorphological,NULL,NULL,NULL,yes,restore and maintain habitat,restore and maintain water quality and connectivity,remove invasive species,oublic education and outreach,NULL,CH,,,,,
206,549,"2011-2015 Management Plan: Collection, Management, and Dissemination of Fishery-Independent Data from waters of the Southeastern United States - Caribbean, Gulf of Mexico and South Atlantic Regions",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.gsmfc.org/publications/SEAMAP/2011-2015_SEAMAP_Management_Plan_Web.pdf#,geomorphological,NULL,NULL,NULL,yes,collect information on habitats,NULL,"provide an integrated and cooperative program to facilitate the collection and dissemination of fishery‐independent information for use by fisheries managers, government agencies, recreational and commercial fishing industries, researchers, and others to enhance knowledge of marine fisheries and their associated ecosystems. ",NULL,NULL,GCR?,,,,,
207,550,Southwest Florida Comprehensive Economic Development Strategy,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nado.org/wp-content/uploads/2014/08/FL-Southwest-Florida-Regional-Planning-Council-2012-2017.pdf#,geopolitical,NULL,NULL,NULL,yes,NULL,NULL,protect natural resources,"ensure educational systems, improve cooperation, encourage alternative energy production and green products, improve quality of life","economic development activties, brand region as a hub, develop transportation system, develop export economy, increase investment",REG,,,,,
208,551,2015 FDOT Mitigation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/files/database/site_file_sets/1389/2015_FDOT_Mitigation_Plan.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
209,552,2015 Five-Year Water Resource Development Work Program,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/files/database/site_file_sets/2061/FY2015_WRD_DRAFT.pdf#,geomorphological,NULL,NULL,NULL,yes,NULL,describe the District’s implementation strategy relating to its water resource development and water supply development components over the next five years,NULL,NULL,NULL,REG,,,,,
210,553,2015 Minimum Flows and Levels (MFLs) Priority List and Schedule and Reservations List and Schedule,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/projects/mfl/reports/GovBoardApproved_2015-MFL-Priority-List-Schedule.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
211,554,2015 Regional Water Supply Plan Executive Summary,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/sites/default/files/medias/documents/2015_RWSP_ES_GB_APPROVED_121415.pdf,geomorphological,NULL,NULL,NULL,yes,NULL,Assessment of projected water demands in the southwest Florida water management district and potential sources of water to meet those demands for the period from 2010 to 2035,NULL,NULL,NULL,REG,,,,,
212,555,2015 Regional Water Supply Plan Northern Planning Region,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/sites/default/files/medias/documents/2015_RWSP_NPR_GB_APPROVED_121415.pdf,geomorphological,NULL,yes,yes,yes,NULL,"wtaer deman projections, evaluation of water sources, water supply development options, water supply projects under development",NULL,NULL,NULL,REG,,,,,
213,556,2015 Regional Water Supply Plan Southern Planning Region,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/sites/default/files/medias/documents/2015_RWSP_SPR_GB_APPROVED_121415.pdf,geomorphological,NULL,yes,yes,yes,NULL,"Demand estimates and projections, evaluation of water sources, water supply development options, water supply projects under development, water resource development component. ",NULL,NULL,NULL,REG,,,,,
214,557,2015 Regional Water Supply Plan Tampa Bay Planning Region,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/sites/default/files/medias/documents/2015_RWSP_TBPR_GB_APPROVED_121415.pdf,geomorphological,NULL,yes,yes,yes,NULL,"Demand estimates and projections, evaluation of water sources, overview of water supply development options, water supply projects under development, water resource development component. ",NULL,NULL,NULL,CH,,,,,
215,558,Consolidated Annual Report,2018-02-27,FL Fish and Wildlife Conservation Commission,https://floridadep.gov/sites/default/files/2015_Annual_Reg_Water_Supply.pdf,geomorphological,NULL,NULL,NULL,yes,NULL,Summarizes the 5 water management districts progress ,NULL,NULL,NULL,REG,,,,,
